Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,67.51000213623047,66.33000183105469,66.97000122070312,67.47000122070312,3896700.0,58.905757904052734
2016-01-05,68.12000274658203,66.25,67.29000091552734,68.05000305175781,2476000.0,59.412132263183594
2016-01-06,68.87000274658203,67.33000183105469,67.56999969482422,68.47000122070312,2670700.0,59.7788200378418
2016-01-07,68.70999908447266,67.5999984741211,67.66999816894531,68.51000213623047,4011800.0,59.81372833251953
2016-01-08,69.9000015258789,68.37999725341797,68.4800033569336,69.5199966430664,5391500.0,60.695526123046875
2016-01-11,69.93000030517578,69.30999755859375,69.58999633789062,69.41000366210938,3989700.0,60.5994987487793
2016-01-12,69.87999725341797,68.51000213623047,69.63999938964844,68.9000015258789,4318300.0,60.15423583984375
2016-01-13,69.48999786376953,68.86000061035156,69.04000091552734,69.0199966430664,3646500.0,60.259002685546875
2016-01-14,69.97000122070312,68.8499984741211,68.97000122070312,69.66999816894531,3265900.0,60.82649230957031
2016-01-15,69.44000244140625,68.18000030517578,69.0,68.87999725341797,3964200.0,60.13676834106445
2016-01-19,70.05999755859375,68.69000244140625,69.2300033569336,69.9000015258789,3037000.0,61.02730178833008
2016-01-20,69.75,67.94000244140625,69.44999694824219,68.7300033569336,3773800.0,60.00581359863281
2016-01-21,69.05000305175781,67.97000122070312,69.05000305175781,68.48999786376953,2268700.0,59.79628372192383
2016-01-22,69.83000183105469,68.5199966430664,69.13999938964844,69.76000213623047,2118000.0,60.90507888793945
2016-01-25,70.13999938964844,69.2699966430664,69.79000091552734,69.55999755859375,2287300.0,60.73045349121094
2016-01-26,70.55999755859375,69.44000244140625,69.58000183105469,69.72000122070312,2075500.0,60.87014389038086
2016-01-27,70.12000274658203,69.16999816894531,69.61000061035156,69.70999908447266,2320200.0,60.861412048339844
2016-01-28,71.51000213623047,69.43000030517578,69.69999694824219,70.94000244140625,3579600.0,61.9352912902832
2016-01-29,72.19999694824219,71.02999877929688,71.4800033569336,72.16999816894531,3498500.0,63.0091438293457
2016-02-01,71.41999816894531,69.94000244140625,70.2699966430664,70.18000030517578,10798600.0,61.27177047729492
2016-02-02,70.11000061035156,68.62000274658203,69.23999786376953,69.88999938964844,6008700.0,61.01857376098633
2016-02-03,70.41999816894531,69.27999877929688,70.05000305175781,69.93000030517578,5527100.0,61.053504943847656
2016-02-04,71.16000366210938,69.62000274658203,70.06999969482422,70.43000030517578,3969000.0,61.49002456665039
2016-02-05,71.43000030517578,69.69000244140625,70.33999633789062,71.05999755859375,3758900.0,62.04006576538086
2016-02-08,70.88999938964844,69.08000183105469,70.12999725341797,69.48999786376953,5684700.0,60.66933059692383
2016-02-09,70.87000274658203,69.16000366210938,69.48999786376953,70.43000030517578,3744300.0,61.49002456665039
2016-02-10,70.73999786376953,69.05000305175781,70.18000030517578,70.29000091552734,3266600.0,61.3677978515625
2016-02-11,70.48999786376953,69.11000061035156,69.94999694824219,69.20999908447266,2868700.0,60.424888610839844
2016-02-12,69.63999938964844,68.44999694824219,69.33999633789062,68.94000244140625,2942500.0,60.18915939331055
2016-02-16,69.55999755859375,68.55999755859375,69.48999786376953,69.1500015258789,2385500.0,60.37250518798828
2016-02-17,69.83000183105469,68.80000305175781,69.45999908447266,69.7699966430664,2584000.0,60.91379165649414
2016-02-18,70.20999908447266,69.19000244140625,69.30999755859375,69.75,6190800.0,60.896339416503906
2016-02-19,69.7699966430664,69.0,69.55000305175781,69.45999908447266,4156600.0,60.64314651489258
2016-02-22,70.77999877929688,69.62000274658203,69.77999877929688,70.73999786376953,2529900.0,61.76067352294922
2016-02-23,71.19000244140625,70.2699966430664,70.38999938964844,70.87999725341797,2559200.0,61.882911682128906
2016-02-24,71.30000305175781,70.33000183105469,70.91999816894531,71.22000122070312,3482700.0,62.17974853515625
