Date,ACN,ADBE,AMD,AKAM,ADS,APH,ADI,ANSS,AAPL,AMAT,ANET,ADSK,ADP,AVGO,BR,CDNS,CSCO,CTXS,CTSH,DXC,FFIV,FIS,FISV,FLT,FLIR,FTNT,CRM
2016-02-04,96.1587371826172,86.36000061035156,2.0899999141693115,44.63999938964844,192.4636993408203,48.09040069580078,47.95098876953125,88.18000030517578,91.73011016845705,16.732580184936527,62.36999893188477,49.5099983215332,77.03136444091797,126.23778533935548,49.79303741455078,20.399999618530273,21.18315887451172,53.112060546875,58.29675674438477,26.623931884765625,92.0500030517578,57.61503219604492,48.26499938964844,124.75,27.378889083862305,26.71999931335449,67.19999694824219
2016-02-05,92.63925170898438,79.19999694824219,1.9800000190734863,43.20000076293945,182.5290069580078,48.07099914550781,46.23414993286133,84.69999694824219,89.28018951416016,15.99969482421875,59.22000122070313,46.16999816894531,75.64517974853516,119.0411605834961,48.62209701538086,20.0,20.59823989868164,50.58856582641602,57.24073791503906,26.27350234985352,90.22000122070312,56.07287979125977,47.29499816894531,123.76000213623048,27.07340812683105,25.11000061035156,58.5099983215332
2016-02-08,88.98871612548828,74.94000244140625,1.9299999475479128,40.97999954223633,179.13623046875,47.51800918579102,45.62165069580078,81.91999816894531,90.22027587890624,15.409584999084473,53.959999084472656,43.45000076293945,75.58934783935547,113.01304626464844,49.05647277832031,19.600000381469727,20.634235382080078,49.97153854370117,52.85038375854492,25.61437225341797,88.18000030517578,53.67824172973633,45.90499877929688,117.37000274658205,26.34788703918457,24.229999542236328,54.04999923706055
2016-02-09,87.35064697265625,73.8499984741211,1.8999999761581419,39.56999969482422,172.68206787109375,47.57621765136719,45.7608528137207,83.0999984741211,90.2012939453125,15.323920249938965,53.0,42.63999938964844,75.04977416992188,111.01914978027344,49.31143188476562,19.81999969482422,20.38226890563965,49.30704116821289,51.1685562133789,25.69780921936035,87.61000061035156,55.48859024047852,46.04499816894531,113.87000274658205,27.45526123046875,23.84000015258789,57.33000183105469
2016-02-10,88.1837158203125,75.52999877929688,1.8400000333786009,47.959999084472656,177.53729248046875,48.235923767089844,45.4360466003418,83.94000244140625,89.51758575439453,15.219223976135256,53.56999969482422,43.72000122070313,75.1986083984375,110.5461654663086,50.54846954345703,20.440000534057614,20.25628662109375,49.26749038696289,52.1365852355957,23.128028869628906,87.55000305175781,54.98093032836914,46.35499954223633,114.98999786376952,27.23569107055664,23.90999984741211,58.7599983215332
2016-02-11,87.45362091064453,74.94000244140625,1.8600000143051147,49.13999938964844,175.92860412597656,47.5471076965332,45.324684143066406,83.5,88.976318359375,14.88609504699707,54.36999893188477,43.2599983215332,74.62181854248047,107.865966796875,50.42570877075195,20.149999618530273,22.209026336669922,49.346595764160156,50.95343780517578,22.56901741027832,86.95999908447266,54.06138610839844,45.84000015258789,113.38999938964844,27.321613311767575,23.82999992370605,59.2400016784668
2016-02-12,88.64237976074219,76.66999816894531,1.830000042915344,50.7599983215332,178.07351684570312,48.0612907409668,46.06710815429688,84.05999755859375,89.2516860961914,15.285849571228027,56.2400016784668,44.91999816894531,76.04520416259766,112.82756805419922,51.322792053222656,20.280000686645508,22.59597396850586,50.87334823608398,52.67437362670898,23.044591903686523,87.83000183105469,55.143760681152344,46.53499984741211,117.45999908447266,27.97075843811035,24.11000061035156,59.68000030517578
2016-02-16,90.71102142333984,78.87999725341797,1.830000042915344,52.54999923706055,182.79226684570312,49.21577072143555,48.32219696044922,84.05000305175781,91.7680892944336,15.914032936096193,59.1500015258789,44.88999938964844,77.94308471679688,117.0750732421875,52.01214218139648,20.61000061035156,23.252885818481445,51.94919967651367,53.78907012939453,23.06127738952637,89.51000213623047,56.1782455444336,47.17499923706055,124.61000061035156,28.887210845947266,25.420000076293945,59.72000122070313
2016-02-17,92.67668151855469,81.8499984741211,1.8999999761581419,53.41999816894531,187.58897399902344,50.46726608276367,48.93469619750977,86.18000030517578,93.17350769042969,16.313787460327152,59.86000061035156,46.66999816894531,79.38509368896484,121.19270324707031,52.34264373779297,20.950000762939453,23.810810089111328,54.75747680664063,55.35356521606445,23.37833023071289,91.5199966430664,57.03074264526367,47.93000030517578,127.5,29.59644889831543,26.18000030517578,63.4900016784668
2016-02-18,92.21802520751952,80.52999877929688,1.9099999666213991,53.27999877929688,192.4832000732422,50.54487609863281,48.29435729980469,85.56999969482422,91.4072723388672,16.342344284057614,58.1500015258789,47.75,78.9943618774414,117.84481048583984,52.42763137817383,20.780000686645508,23.7838134765625,54.22746276855469,54.76688003540039,22.96949958801269,91.87000274658205,56.67632675170898,48.15999984741211,126.98999786376952,29.20348930358887,25.59000015258789,61.70000076293945
2016-02-19,92.62052917480469,80.87000274658203,1.9099999666213991,53.13000106811523,199.2395477294922,50.54487609863281,48.35003662109375,87.58999633789062,91.1983413696289,17.494016647338867,65.0,49.90999984741211,79.59907531738281,119.32864379882812,52.64481735229492,20.950000762939453,23.89179611206055,54.80493927001953,54.65932846069336,22.90275573730469,92.66999816894531,57.19357681274414,48.32500076293945,127.97000122070312,29.54853057861328,26.09000015258789,62.13999938964844
2016-02-22,93.93096160888672,83.80000305175781,2.009999990463257,54.47999954223633,205.6059417724609,50.93293380737305,48.82333755493164,88.5199966430664,91.9959945678711,17.69389533996582,65.40000152587889,50.349998474121094,80.38056182861328,121.15560913085938,53.013099670410156,21.25,23.96379089355469,55.2874870300293,55.37311935424805,23.17808532714844,94.56999969482422,57.46177291870117,48.959999084472656,129.78999328613278,29.88397789001465,26.56999969482422,63.97999954223633
2016-02-23,93.2757568359375,83.06999969482422,1.9700000286102293,53.97000122070313,201.28697204589844,50.59339141845703,47.75610733032226,86.48999786376953,89.91641998291016,17.713035583496094,65.95999908447266,49.68999862670898,78.93855285644531,118.85568237304688,53.37192916870117,21.100000381469727,23.50484848022461,54.39358520507813,54.52242660522461,23.09465217590332,93.52999877929688,56.49433898925781,48.59500122070313,126.37000274658205,29.855224609375,26.54999923706055,62.9000015258789
2016-02-24,93.1821517944336,83.41999816894531,2.0199999809265137,54.77999877929688,205.4792022705078,50.86502456665039,48.47657012939453,86.54000091552734,91.25533294677734,17.885284423828125,67.43000030517578,49.18000030517578,79.31997680664062,120.8773956298828,52.61650085449219,21.299999237060547,23.6848258972168,55.04226303100586,54.94289016723633,23.186431884765625,94.3000030517578,56.68590927124024,49.14500045776367,128.1199951171875,29.941484451293945,27.29999923706055,62.52000045776367
2016-02-25,94.45514678955078,86.68000030517578,2.0299999713897705,54.959999084472656,207.2731170654297,51.14637756347656,49.58064270019531,84.22000122070312,91.8820571899414,18.076669692993164,67.66000366210939,49.41999816894531,79.93401336669922,122.852783203125,53.46635818481445,21.61000061035156,23.93679237365723,56.64812088012695,55.96958541870117,23.26152038574219,95.9499969482422,57.50967025756836,49.73500061035156,127.62999725341795,29.73062896728516,28.059999465942386,69.41999816894531
2016-02-26,94.65171813964844,86.5999984741211,2.0699999332427983,55.2400016784668,207.36083984375,51.35980224609375,50.00168991088867,84.05999755859375,92.02449035644531,18.18194007873535,69.01999664306639,51.18999862670898,79.6921157836914,123.4462890625,53.41915512084961,21.6299991607666,23.76581382751465,56.59274673461914,55.7740249633789,23.80384826660156,97.12000274658205,56.98284912109375,48.9900016784668,128.0,29.75938415527344,28.11000061035156,69.72000122070311
2016-02-29,93.84673309326172,85.1500015258789,2.1400001049041752,53.97000122070313,204.86497497558597,51.48591613769531,49.58064270019531,83.0199966430664,91.81559753417969,18.05753517150879,68.54000091552734,51.7400016784668,78.78968811035156,124.2438735961914,53.00365829467773,21.549999237060547,23.558841705322266,55.88869857788086,55.7153549194336,24.03746223449707,96.16999816894531,55.79509735107422,47.81499862670898,127.69000244140624,29.67312431335449,28.399999618530273,67.75
2016-03-01,96.83267211914062,88.37000274658203,2.1800000667572017,55.52999877929688,208.1602783203125,53.22249221801758,51.18062210083008,86.05000305175781,95.46199798583984,18.536006927490234,69.23999786376953,54.31000137329102,80.72477722167969,128.38006591796878,54.34456634521485,21.96999931335449,24.143768310546875,59.39311218261719,56.91804885864258,24.82174491882324,98.66000366210938,57.471351623535156,49.16999816894531,134.57000732421878,30.593217849731445,29.61000061035156,70.01999664306639
2016-03-02,96.09320831298828,88.38999938964844,2.3199999332427983,56.209999084472656,208.97927856445312,53.54264831542969,51.84494018554688,86.06999969482422,95.67091369628906,18.650842666625977,66.69999694824219,54.40999984741211,79.68280792236328,127.02605438232422,54.22180557250977,22.170000076293945,24.206756591796875,58.56249618530274,56.39981079101562,25.21388816833496,100.13999938964844,57.39472961425781,48.63999938964844,135.24000549316406,30.47820472717285,29.35000038146973,70.43000030517578
2016-03-03,96.22425842285156,87.20999908447266,2.4600000381469727,55.63999938964844,211.4458465576172,54.16354751586914,51.901084899902344,86.26000213623047,96.38309478759766,18.61256217956543,67.09999847412111,54.790000915527344,79.68280792236328,127.35993194580078,54.30678939819336,22.15999984741211,24.17975997924805,58.49921035766602,56.51715469360352,25.67277717590332,100.47000122070312,57.78744506835938,48.64500045776367,137.71000671386722,30.95742607116699,28.770000457763672,70.80000305175781
2016-03-04,96.57994842529295,86.18000030517578,2.369999885559082,55.56999969482422,210.8023834228516,54.52250289916992,52.191139221191406,87.06999969482422,97.81698608398438,18.55514335632324,64.25,56.25,80.18518829345703,135.45614624023438,54.29735565185547,22.299999237060547,24.11676979064941,58.85519027709961,56.45848846435547,25.45584487915039,99.79000091552734,58.24721908569336,48.58000183105469,138.02999877929688,31.01493263244629,28.51000022888184,71.05999755859375
2016-03-07,95.84983825683594,85.11000061035156,2.470000028610229,55.33000183105469,214.4486846923828,55.03668212890625,52.85546112060547,87.69000244140625,96.73444366455078,18.60299491882324,64.40000152587889,58.16999816894531,80.09214782714844,133.09127807617188,54.09904861450195,22.270000457763672,24.4227294921875,59.55132293701172,55.73490905761719,25.61437225341797,100.87000274658205,57.53840255737305,48.28499984741211,141.74000549316406,31.08202171325684,28.420000076293945,70.48999786376953
2016-03-08,96.05577087402344,84.3499984741211,2.299999952316284,54.58000183105469,207.3120880126953,54.01802062988281,51.7794418334961,86.18000030517578,95.93679809570312,17.971410751342773,61.88000106811523,56.86000061035156,79.53395080566406,129.49298095703122,53.37192916870117,21.940000534057614,24.341739654541016,58.50712203979492,54.68865203857422,25.05535888671875,99.7699966430664,56.68590927124024,47.915000915527344,135.82000732421878,30.25777244567871,27.190000534057614,69.81999969482422
2016-03-09,96.78587341308594,85.2699966430664,2.259999990463257,55.18999862670898,207.84829711914062,54.115028381347656,51.39582824707031,86.83999633789062,96.0222625732422,18.344615936279297,63.7400016784668,56.68999862670898,80.24541473388672,131.65379333496094,53.54191207885742,22.01000022888184,24.84567451477051,59.37728881835938,54.80599594116211,25.28897857666016,99.79000091552734,57.49050903320313,48.22999954223633,136.60000610351562,30.66989898681641,27.670000076293945,71.04000091552734
2016-03-10,96.95436096191406,84.8499984741211,2.259999990463257,54.63999938964844,202.8468475341797,53.76578140258789,51.57360458374024,86.08000183105469,96.06973266601562,18.727392196655273,61.11000061035156,55.95000076293945,79.75862884521484,133.9351806640625,52.97231674194336,22.239999771118164,24.63869667053223,59.87565994262695,54.18997192382813,25.11376762390137,98.45999908447266,58.96561050415039,48.21500015258789,135.10000610351562,30.075668334960934,27.5,70.69999694824219
2016-03-11,98.92003631591795,86.0,2.5199999809265137,56.06999969482422,206.29815673828125,54.63139724731445,52.3408432006836,86.52999877929688,97.10479736328124,19.17715835571289,62.81000137329102,56.61000061035156,81.69642639160156,138.01576232910156,53.3520393371582,22.540000915527344,25.07063865661621,60.49269104003906,55.70557403564453,25.497562408447266,100.66000366210938,60.16293334960938,49.06999969482422,139.78999328613278,30.73698616027832,28.520000457763672,71.62999725341797
2016-03-14,99.51909637451172,87.01000213623047,2.720000028610229,55.27999877929688,209.48622131347656,54.14509963989258,52.08820724487305,85.91000366210938,97.35167694091795,19.052753448486328,56.52999877929688,56.70000076293945,81.69642639160156,137.38514709472656,53.36153793334961,22.61000061035156,24.92666244506836,60.7774772644043,56.83005142211914,25.55596923828125,99.43000030517578,60.15335083007813,49.20500183105469,139.50999450683594,30.62197303771973,28.01000022888184,72.22000122070312
2016-03-15,100.22110748291016,86.83000183105469,2.490000009536743,54.66999816894531,205.42071533203125,53.99921035766602,52.49990463256836,86.2300033569336,99.30783081054688,19.043184280395508,56.099998474121094,56.31999969482422,81.74324035644531,137.69117736816406,53.30458450317383,22.65999984741211,24.890668869018555,60.88031768798828,56.74205017089844,25.78124046325684,99.0,60.04754257202149,49.40499877929688,139.97000122070312,30.430286407470703,27.60000038146973,71.69999694824219
2016-03-16,100.70784759521484,88.16999816894531,2.630000114440918,55.81000137329102,202.14488220214844,54.86482620239258,53.20165252685547,87.08000183105469,100.62776184082031,19.186729431152344,57.7599983215332,56.97000122070313,82.0615234375,138.29598999023438,53.71279525756836,23.020000457763672,25.088638305664066,60.96733093261719,57.60251998901367,25.772897720336914,99.77999877929688,60.364952087402344,49.959999084472656,140.41999816894528,30.68906021118164,28.290000915527344,72.7300033569336
2016-03-17,101.61581420898438,89.95999908447266,2.799999952316284,56.06000137329102,200.40948486328125,55.54565048217773,54.14666748046875,87.9800033569336,100.46632385253906,19.406822204589844,58.5099983215332,57.06000137329102,83.16615295410156,141.01296997070312,54.47224807739258,23.170000076293945,25.36760139465332,61.05434799194336,57.426513671875,26.3569393157959,100.93000030517578,60.65351104736328,50.31499862670898,142.7899932861328,31.05327033996582,28.989999771118164,72.72000122070312
2016-03-18,100.87633514404295,93.41999816894531,2.9300000667572017,55.95000076293945,203.4708251953125,56.06113815307617,55.21332168579102,87.66999816894531,100.5802764892578,19.607786178588867,58.36999893188477,57.81000137329102,82.97891998291016,141.88763427734375,55.04183959960938,23.170000076293945,25.493581771850586,60.96733093261719,57.93497085571289,26.231786727905273,102.30999755859376,60.153358459472656,50.790000915527344,147.36000061035156,31.110774993896484,28.70000076293945,72.6500015258789
2016-03-21,101.24140167236328,92.5,2.799999952316284,56.290000915527344,205.0307159423828,55.62345886230469,55.06361389160156,87.5199966430664,100.5707778930664,19.837451934814453,60.79999923706055,58.16999816894531,83.3253173828125,142.25979614257812,54.76653671264648,22.93000030517578,25.36760139465332,61.71884536743164,58.19897842407226,26.34859275817871,103.01000213623048,60.35533905029297,50.209999084472656,146.7899932861328,31.97336387634277,29.65999984741211,72.25
2016-03-22,100.93251037597656,92.55999755859376,2.789999961853028,56.7400016784668,205.05023193359372,55.70126724243164,54.754844665527344,87.4800033569336,101.3399429321289,19.885295867919922,59.5099983215332,57.97999954223633,82.97891998291016,143.999755859375,54.68109512329102,22.93000030517578,25.448589324951172,61.66347122192383,57.543846130371094,26.36528396606445,104.36000061035156,60.06678009033203,49.959999084472656,146.86000061035156,32.30881500244141,28.959999084472656,72.8499984741211
2016-03-23,100.77338409423828,92.16000366210938,2.6800000667572017,55.11999893188477,204.5432586669922,55.3025016784668,54.57706832885742,87.11000061035156,100.77969360351562,19.406822204589844,59.47000122070313,57.290000915527344,82.87594604492188,142.3528594970703,54.40579605102539,22.8799991607666,25.04364585876465,60.63508605957031,57.74918746948242,26.40699577331543,102.98999786376952,60.48999404907226,50.15499877929688,146.10000610351562,31.98295593261719,28.43000030517578,71.77999877929688
2016-03-24,106.9886474609375,92.5199966430664,2.789999961853028,54.84000015258789,206.4638977050781,55.60401153564453,54.86712265014648,87.30000305175781,100.3428726196289,19.282421112060547,59.0099983215332,57.36999893188477,83.08190155029297,142.36215209960938,54.08302307128906,23.0,25.160629272460934,60.6588134765625,58.98121643066406,26.58221244812012,103.13999938964844,60.23028945922852,49.8849983215332,145.86000061035156,31.733755111694336,28.53000068664551,72.44000244140625
2016-03-28,106.86695861816406,92.4000015258789,2.7799999713897705,54.93000030517578,205.752197265625,55.65264129638672,54.56771469116211,87.16000366210938,99.88709259033205,19.33026885986328,59.08000183105469,57.11000061035156,82.66064453125,142.4552001953125,54.83298110961914,22.96999931335449,25.10663414001465,60.59553146362305,58.84432983398438,26.99938201904297,103.4000015258789,60.03792572021485,49.75500106811523,145.75,31.90627670288086,28.63999938964844,71.94999694824219
2016-03-29,107.88723754882812,93.22000122070312,2.859999895095825,55.2599983215332,207.43885803222656,56.20703506469727,55.01682662963867,88.73999786376953,102.25155639648438,19.703481674194336,61.88999938964844,58.22999954223633,83.71847534179688,143.41357421875,56.02913665771485,23.59000015258789,25.28661155700684,61.70302200317383,60.25236892700195,27.933847427368164,104.68000030517578,60.51884841918945,50.84500122070313,147.66000366210938,31.752933502197266,29.07999992370605,72.30000305175781
2016-03-30,107.99020385742188,93.77999877929688,2.859999895095825,55.099998474121094,210.5489196777344,56.12921905517578,55.30689239501953,88.56999969482422,104.03675842285156,20.134103775024414,62.40999984741211,57.9000015258789,83.45635986328125,146.01889038085938,56.18102645874024,23.3700008392334,25.61056900024414,61.53689956665039,61.06394577026367,28.39274024963379,105.47000122070312,60.76892471313477,51.040000915527344,147.75999450683594,32.375911712646484,29.399999618530273,74.30000305175781
2016-03-31,108.01827239990234,93.8000030517578,2.8499999046325684,55.56999969482422,214.4876708984375,56.23620223999024,55.38173294067383,89.45999908447266,103.49551391601562,20.26807403564453,63.099998474121094,58.31000137329102,83.9805908203125,143.75784301757812,56.304443359375,23.57999992370605,25.61956596374512,62.16183853149414,61.30839920043945,28.693098068237305,105.8499984741211,60.89396286010742,51.290000915527344,148.75,31.58040809631348,30.6299991607666,73.83000183105469
