Date,AMG,AFL,ALL,AXP,AIG,AMP,AON,AJG,AIZ,BAC,BK,BBT,BLK,COF,CBOE,CB,CINF,C,CFG,CME,CMA,DFS,ETFC,FITB,FRC,BEN
2016-08-18,139.53981018066406,32.592586517333984,65.98330688476561,62.863502502441406,55.28141403198242,90.48884582519531,105.91786193847656,44.93482208251953,80.83479309082031,14.45913314819336,38.17268371582031,35.104217529296875,346.365478515625,64.45615386962889,66.4195556640625,120.09213256835938,70.15570831298828,44.09651565551758,21.929378509521484,95.05292510986328,43.60480880737305,55.21937561035156,24.90090560913086,18.26558494567871,60.48456573486328,34.234413146972656
2016-08-19,139.5201416015625,32.87222671508789,65.72674560546875,62.76772689819336,55.1689453125,90.33985137939452,105.0757827758789,44.95335006713867,81.51985168457031,14.516358375549315,38.182167053222656,35.15070343017578,347.5424499511719,64.78690338134766,66.00339508056639,119.35606384277344,70.06352996826172,44.124961853027344,22.10751342773437,94.66852569580078,43.50991439819336,54.98185729980469,25.079833984375,18.2749137878418,60.59962844848633,34.440196990966804
2016-08-22,138.52586364746094,33.13681411743164,65.44168090820311,62.60490036010742,55.29079055786133,90.1536102294922,105.87914276123048,45.19413375854492,81.36966705322266,14.478208541870115,38.115760803222656,35.14141082763672,347.07537841796875,64.90030670166016,66.19695281982422,119.20506286621094,70.06352996826172,44.248233795166016,22.032508850097656,94.57018280029295,43.42451095581055,54.84884643554688,24.89096450805664,18.302898406982425,60.66539001464844,34.140880584716804
2016-08-23,141.41018676757812,33.20067977905273,64.95706176757811,62.911399841308594,55.31890487670898,90.94517517089844,105.9275360107422,44.888519287109375,81.3884506225586,14.640350341796875,38.182167053222656,35.206504821777344,347.7572937011719,65.00424194335939,66.03244018554689,118.3180160522461,70.05430603027344,44.181861877441406,22.060636520385746,94.78474426269531,43.50991439819336,55.171875,25.05995178222656,18.209611892700195,60.33662414550781,34.48696517944336
2016-08-24,139.00823974609378,33.16418838500977,64.86203765869139,62.41333770751953,55.2158088684082,90.82410430908205,105.9662628173828,45.01817321777344,81.49168395996094,14.688036918640135,38.2201042175293,35.122814178466804,344.8054504394531,64.84361267089844,66.50666809082031,118.20478057861328,70.109619140625,44.248233795166016,22.023128509521484,94.59701538085938,43.47195816040039,54.92485046386719,25.020191192626953,18.144311904907227,60.40237045288086,33.86962127685547
2016-08-25,138.15180969238278,33.29647445678711,65.12809753417969,62.26007461547852,55.243919372558594,90.72166442871094,106.57604217529295,45.27748489379883,82.71868896484375,14.81202793121338,38.4477767944336,35.25299835205078,344.226318359375,64.9853515625,66.40019226074219,118.959716796875,70.8840103149414,44.30514907836914,22.16376304626465,94.41822052001952,43.71868896484375,55.11487579345703,25.35816764831543,18.2749137878418,60.96949768066406,33.691898345947266
2016-08-26,140.26826477050778,33.18699264526367,64.91905975341797,62.05892181396485,55.31890487670898,91.57840728759766,106.49861145019531,45.39787292480469,82.765869140625,15.060007095336914,38.7513427734375,35.327392578125,346.6457214355469,65.35388946533203,66.68087005615234,118.81818389892578,70.24790191650389,44.67498779296875,22.613792419433594,94.65064239501952,44.45887756347656,55.54241561889648,25.89495277404785,18.36819648742676,61.59415054321289,33.82285690307617
2016-08-29,140.15013122558594,33.620365142822266,65.63517761230469,62.75814437866211,55.70319366455078,92.22095489501952,107.86335754394531,45.90724182128906,83.73802185058594,15.107696533203125,39.14027404785156,35.42038345336914,349.17718505859375,65.79800415039061,66.82604217529297,119.92227172851562,71.31729125976562,44.817230224609375,22.932559967041016,95.96472930908205,44.75305557250977,56.197975158691406,25.984416961669922,18.48014259338379,62.19414901733398,33.953807830810554
2016-08-30,141.50863647460938,33.884944915771484,66.04576110839844,62.69109725952149,55.9000244140625,93.73890686035156,107.6213836669922,45.87945938110352,84.4742431640625,15.441515922546387,39.56715393066406,35.64356994628906,351.23223876953125,66.45949554443361,66.85506439208984,120.07325744628906,71.30807495117188,45.42414474487305,23.18569564819336,96.40277099609376,45.02825546264648,56.67302322387695,26.28263282775879,18.80664825439453,62.95030212402344,34.13153076171875
2016-08-31,139.83512878417972,33.83933258056641,65.84523773193361,62.81562805175781,56.0781135559082,94.13002014160156,107.77625274658205,46.112770080566406,84.52141571044922,15.46547031402588,39.52920913696289,35.80165481567383,350.3863830566406,67.65959930419922,66.71908569335939,119.78070831298828,71.08682250976562,45.27241516113281,23.22319984436035,96.8586883544922,44.87641906738281,57.00555419921875,26.222990036010746,18.80664825439453,63.25441360473633,34.140880584716804
