Date,AES,AEE,AEP,AWK,ATO,CNP,CMS,ED,D,DTE,DUK,EIX,ETR,EVRG,ES,EXC,FE
2017-08-08,10.511609077453613,55.5014533996582,67.63957977294922,78.87787628173828,84.302978515625,27.12743186950684,45.009742736816406,78.97413635253906,72.09628295898438,101.74822235107422,80.23033142089844,74.25385284423828,72.60562133789062,,58.93148422241211,36.074951171875,30.01083374023437
2017-08-09,10.391529083251953,55.16899490356445,67.26985931396484,79.23680877685547,84.14897918701172,27.13676643371582,44.971778869628906,78.2225570678711,71.98529815673828,100.93907165527344,79.8597412109375,73.93743896484375,71.9592056274414,,58.38291931152344,35.59345245361328,29.69147109985352
2017-08-10,10.511609077453613,55.6059455871582,67.64907073974611,78.92638397216797,84.37996673583984,27.20213508605957,45.06669235229492,78.57955169677734,71.9668197631836,101.43199157714844,80.03577423095703,74.14218139648438,71.98729705810547,,58.84635925292969,35.63121032714844,30.095373153686523
2017-08-11,10.252976417541504,55.04551315307617,66.89065551757811,78.30553436279297,83.88911437988281,26.912654876708984,44.90533828735352,77.85613250732422,71.56915283203125,100.32523345947266,79.39653015136719,74.01190185546875,71.38772583007812,,58.5058708190918,35.71454620361328,30.217477798461914
2017-08-14,10.262212753295898,55.52045440673828,67.35517883300781,78.89728546142578,84.44734954833984,27.145936965942386,45.04771041870117,78.20667266845703,71.83734130859375,101.4227066040039,79.78563690185547,74.93319702148438,72.18404388427734,,58.7990608215332,35.80978012084961,30.5086669921875
2017-08-15,10.252976417541504,55.88140869140625,67.80073547363281,79.31441497802734,84.48584747314453,27.18364143371582,45.33246231079102,78.68036651611328,72.04080200195312,101.5343017578125,80.4990005493164,74.37483978271484,72.67119598388672,,59.1773796081543,36.03835678100586,30.71531105041504
2017-08-16,10.326870918273926,56.17586898803711,68.27473449707031,79.14949798583984,85.08258819580078,27.28732109069824,45.56975555419922,79.04985809326172,72.35521697998047,102.19463348388672,80.7891616821289,74.23524475097656,73.18647003173828,,59.39490509033203,36.31454849243164,30.70591926574707
2017-08-17,10.169842720031738,55.95738983154297,68.25578308105469,78.89728546142578,84.60855865478516,27.117658615112305,45.40839385986328,78.65193939208984,72.24424743652344,102.2132568359375,80.37731170654297,73.52798461914062,72.65245819091797,,59.0733413696289,35.80978012084961,30.66835021972656
2017-08-18,10.225263595581056,56.24235534667969,68.40746307373047,79.00399017333984,84.2796401977539,27.34387588500977,45.75959014892578,79.13510131835938,72.77137756347656,102.89218139648438,80.85469055175781,73.46282958984375,72.92414093017578,,59.64081573486328,36.18121719360352,30.83742332458496
2017-08-21,10.373055458068848,56.28985214233398,68.89093017578125,79.62484741210938,84.73431396484375,27.598371505737305,45.82603454589844,79.3435287475586,72.81761169433594,103.13400268554688,81.04190826416016,74.24455261230469,73.30825805664062,,59.55569076538086,36.152645111083984,30.921958923339844
2017-08-22,10.483898162841797,56.90727233886719,69.02365875244139,79.73155975341797,85.3050765991211,27.81515884399414,45.80704879760742,79.5140609741211,73.03031921386719,103.58043670654295,81.0138168334961,74.54235076904297,73.63615417480469,,59.49894714355469,36.4097900390625,30.903179168701172
